#Index	New-Pair	New-Block	Total-Pairs4-RuntTotal-Pairs	Total-Blocks

1	1559	1264	1559	1559	1264
2	180	160	1552	1739	1424
3	1634	1172	3241	3373	2596
4	0	0	1558	3373	2596
5	184	124	1924	3557	2720
6	65	43	3298	3622	2763
7	233	158	2338	3855	2921
8	6	5	1557	3861	2926
9	0	0	1559	3861	2926
10	106	62	2182	3967	2988
11	85	51	1945	4052	3039
12	608	436	4165	4660	3475
13	0	1	1557	4660	3476
14	1	1	3293	4661	3477
15	9	7	1556	4670	3484
16	2265	1548	6419	6935	5032
17	36	18	2469	6971	5050
18	4	3	1569	6975	5053
19	19	12	1922	6994	5065
20	2	1	1657	6996	5066
21	17	10	1550	7013	5076
22	25	17	6321	7038	5093
23	27	17	5562	7065	5110
24	71	39	2284	7136	5149
25	2	1	2066	7138	5150
26	4	2	4189	7142	5152
27	7	4	1698	7149	5156
28	26	13	6110	7175	5169
29	0	0	1559	7175	5169
30	11	5	1956	7186	5174
31	1	1	3493	7187	5175
32	1	0	2057	7188	5175
33	12	7	5797	7200	5182
34	11	8	2223	7211	5190
35	0	0	1989	7211	5190
36	0	0	5282	7211	5190
37	23	16	3415	7234	5206
38	0	0	1554	7234	5206
39	1	0	2047	7235	5206
40	1	0	1648	7236	5206
41	0	0	1735	7236	5206
42	3	1	1925	7239	5207
43	1	0	4163	7240	5207
44	0	0	1568	7240	5207
45	0	0	3503	7240	5207
46	26	16	3506	7266	5223
47	11	5	3221	7277	5228
48	0	0	1570	7277	5228
49	2	1	3951	7279	5229
50	0	0	3508	7279	5229
51	0	1	1552	7279	5230
52	0	0	6079	7279	5230
53	0	0	6170	7279	5230
54	0	0	3226	7279	5230
55	0	0	3234	7279	5230
56	0	0	2179	7279	5230
57	0	0	1567	7279	5230
58	0	0	4067	7279	5230
59	0	0	5291	7279	5230
60	0	0	2062	7279	5230
61	6	3	2777	7285	5233
62	3	1	1572	7288	5234
63	2	0	2035	7290	5234
64	0	0	2128	7290	5234
65	0	0	5795	7290	5234
66	0	0	1552	7290	5234
67	0	0	4046	7290	5234
68	0	0	1555	7290	5234
69	1	0	4157	7291	5234
70	9	5	3505	7300	5239
71	10	4	4249	7310	5243
72	0	0	1659	7310	5243
73	0	0	3174	7310	5243
74	0	0	1566	7310	5243
75	17	5	2091	7327	5248
76	0	0	3228	7327	5248
77	5	3	5456	7332	5251
78	0	0	2079	7332	5251
79	0	0	1548	7332	5251
80	0	0	6287	7332	5251
81	0	0	3226	7332	5251
82	0	0	4060	7332	5251
83	1	1	1566	7333	5252
84	0	0	1669	7333	5252
85	0	0	3241	7333	5252
86	0	0	3123	7333	5252
87	0	0	1626	7333	5252
88	0	0	1569	7333	5252
89	0	0	5539	7333	5252
90	0	0	1629	7333	5252
91	0	0	2186	7333	5252
92	0	0	1561	7333	5252
93	0	0	3238	7333	5252
94	0	0	3230	7333	5252
95	0	0	1685	7333	5252
96	5	3	1676	7338	5255
97	2	0	2028	7340	5255
98	0	0	3235	7340	5255
99	86	57	2026	7426	5312
100	2	0	2040	7428	5312
101	3	1	4090	7431	5313
102	0	0	2764	7431	5313
103	0	0	5622	7431	5313
104	0	0	1564	7431	5313
105	5	3	1664	7436	5316
106	0	0	1536	7436	5316
107	0	0	6075	7436	5316
108	0	0	1553	7436	5316
109	0	0	1556	7436	5316
110	0	0	1658	7436	5316
111	0	0	4194	7436	5316
112	0	0	4093	7436	5316
113	0	0	1561	7436	5316
114	0	0	2157	7436	5316
115	0	0	4213	7436	5316
116	3	0	3236	7439	5316
117	0	0	4198	7439	5316
118	0	0	2297	7439	5316
119	0	0	4084	7439	5316
120	0	0	3219	7439	5316
121	0	0	1706	7439	5316
122	0	0	1570	7439	5316
123	0	0	1633	7439	5316
124	0	0	1542	7439	5316
125	0	0	1689	7439	5316
126	0	0	4166	7439	5316
127	0	0	4069	7439	5316
128	1	0	2053	7440	5316
129	0	0	1571	7440	5316
130	0	0	5610	7440	5316
131	0	0	2777	7440	5316
132	0	0	2166	7440	5316
133	0	0	5518	7440	5316
134	0	0	1643	7440	5316
135	0	0	1575	7440	5316
136	0	0	3234	7440	5316
137	0	0	1565	7440	5316
138	14	6	6404	7454	5322
139	0	0	1648	7454	5322
140	0	0	2090	7454	5322
141	0	0	2763	7454	5322
142	0	0	5994	7454	5322
143	0	0	2052	7454	5322
144	0	0	3166	7454	5322
145	0	0	4125	7454	5322
146	0	0	2099	7454	5322
147	0	0	2074	7454	5322
148	0	0	4167	7454	5322
149	0	0	1579	7454	5322
150	0	0	2032	7454	5322
151	0	0	1983	7454	5322
152	0	0	2031	7454	5322
153	0	0	1554	7454	5322
154	0	0	3232	7454	5322
155	0	0	3350	7454	5322
156	0	0	3232	7454	5322
157	0	0	3455	7454	5322
158	0	0	2294	7454	5322
159	6	3	6252	7460	5325
160	0	0	4123	7460	5325
161	0	0	1951	7460	5325
162	17	9	1809	7477	5334
163	0	0	1538	7477	5334
164	5	2	3342	7482	5336
165	0	0	6336	7482	5336
166	0	0	1586	7482	5336
167	0	0	2134	7482	5336
168	0	0	1557	7482	5336
169	1	0	3270	7483	5336
170	0	0	1890	7483	5336
171	0	0	5392	7483	5336
172	0	0	2117	7483	5336
173	0	0	2326	7483	5336
174	0	0	3481	7483	5336
175	1	0	5651	7484	5336
176	0	0	3524	7484	5336
177	0	0	1970	7484	5336
178	0	0	1559	7484	5336
179	0	0	4223	7484	5336
180	0	0	1636	7484	5336
181	0	0	6167	7484	5336
182	0	0	4130	7484	5336
183	0	0	3174	7484	5336
184	0	0	2144	7484	5336
185	0	0	1963	7484	5336
186	0	0	2055	7484	5336
187	0	0	1562	7484	5336
188	0	0	3517	7484	5336
189	0	0	3240	7484	5336
190	0	0	4015	7484	5336
191	0	0	1554	7484	5336
192	0	0	2040	7484	5336
193	0	0	1955	7484	5336
194	0	0	1559	7484	5336
195	0	0	2145	7484	5336
196	0	0	3219	7484	5336
197	0	0	1706	7484	5336
198	0	0	1704	7484	5336
199	0	0	3231	7484	5336
200	0	0	1705	7484	5336
201	0	0	1551	7484	5336
202	0	0	1553	7484	5336
203	0	0	1557	7484	5336
204	0	0	4123	7484	5336
205	0	0	1566	7484	5336
206	0	0	1773	7484	5336
207	0	0	3210	7484	5336
208	0	0	2765	7484	5336
209	0	0	5404	7484	5336
210	0	0	1564	7484	5336
211	0	0	3237	7484	5336
212	6	3	6095	7490	5339
213	0	0	5390	7490	5339
214	0	0	1634	7490	5339
215	0	0	2768	7490	5339
216	0	0	2117	7490	5339
217	0	0	1550	7490	5339
218	0	0	5280	7490	5339
219	0	0	2106	7490	5339
220	0	0	2329	7490	5339
221	0	0	2374	7490	5339
222	0	0	2148	7490	5339
223	0	0	2768	7490	5339
224	0	0	2375	7490	5339
225	0	0	1571	7490	5339
226	0	0	1719	7490	5339
227	0	0	1708	7490	5339
228	5	2	6008	7495	5341
229	0	0	2280	7495	5341
230	0	0	1565	7495	5341
231	0	0	3554	7495	5341
232	0	0	6119	7495	5341
233	4	0	2072	7499	5341
234	0	0	1982	7499	5341
235	0	0	2292	7499	5341
236	0	0	1721	7499	5341
237	0	0	1557	7499	5341
238	0	0	2264	7499	5341
239	0	0	1549	7499	5341
240	0	0	3113	7499	5341
241	0	0	4048	7499	5341
242	0	0	6312	7499	5341
243	0	0	1886	7499	5341
244	0	0	2809	7499	5341
245	0	0	1754	7499	5341
246	0	0	2013	7499	5341
247	0	0	1561	7499	5341
248	0	0	1573	7499	5341
249	0	0	3535	7499	5341
250	0	0	6204	7499	5341
251	0	0	2349	7499	5341
252	0	0	2774	7499	5341
253	0	0	5379	7499	5341
254	0	0	1981	7499	5341
255	0	0	3953	7499	5341
256	0	0	2790	7499	5341
257	0	0	6317	7499	5341
258	0	0	6074	7499	5341
259	0	0	1916	7499	5341
260	0	0	1885	7499	5341
261	0	0	2143	7499	5341
262	0	0	1810	7499	5341
263	0	0	1583	7499	5341
264	0	0	1557	7499	5341
265	0	0	5876	7499	5341
266	0	0	1693	7499	5341
267	0	0	1557	7499	5341
268	0	0	3515	7499	5341
269	0	0	3181	7499	5341
270	0	0	4185	7499	5341
271	0	0	1669	7499	5341
272	2	1	6439	7501	5342
273	0	0	5470	7501	5342
274	2	1	2110	7503	5343
275	0	0	2278	7503	5343
276	0	0	2107	7503	5343
277	0	0	3207	7503	5343
278	0	0	3061	7503	5343
279	0	0	6333	7503	5343
280	0	0	6153	7503	5343
281	0	0	1573	7503	5343
282	0	0	4207	7503	5343
283	0	0	4099	7503	5343
284	0	0	1553	7503	5343
285	0	0	3186	7503	5343
286	0	0	2168	7503	5343
